2786419	50.47348	3.83231	50.71428	4.16667	2796741
628035	52.75	23.537	54.9887	26.6575	630336
2786577	51.11544	3.96304	51.25594	4.30904	2789733
627535	40.36691	45.40741	40.76771	46.13333	587116
1610468	16.19521	103.10236	17.09149	104.23653	1605651
1337211	22.2	89.28333	23.8	89.66	1337210
1337214	22.55	90.13	22.61	90.28	1337229
1337215	22.185	90.19868	22.69	90.97	1337229
1337216	21.92	90.22	22.45	90.59	1337229
1337217	21.98404	89.96833	22.41667	90.24	1337229
1337278	27.41667	90.62176	28.06622	90.91667	1252634
1337279	26.85	89.38333	27.2	89.62193	1252634
1337280	26.97897	88.9	27.1	90.04885	1252634
1337281	26.83861	89.95	27.03333	90.16667	1252634
1337282	26.71667	89.7358	27.13333	90.85	1252634
1337283	27.16667	89.02529	27.6568	89.86962	1252634
1337284	27.44309	91.08333	28.06774	91.5	1252634
1337285	27.18333	91.08333	27.3	91.45	1252634
1337286	27.04965	89.18333	27.82405	89.89538	1252634
1337287	26.94093	91.34465	27.0437	91.40305	1252634
1337288	27.53333	89.5996	28.29989	90.44353	1252634
1337289	26.89903	88.88333	27.1	89.21667	1252634
1337290	26.78333	91.22954	26.91667	92.1	1252634
1337291	26.86667	90.65793	27.21689	90.99064	1252634
1337292	27.06667	91.49628	27.61493	91.86667	1252634
1337293	27.42437	89.43333	27.91667	89.8855	1252634
1337294	27.35	90.47333	27.57324	90.53333	1252634
1337295	27.31385	89.82341	28.04914	90.45477	1252634
1337391	23.73	89.81	23.95	90.15	1337179
2785516	50.02721	4.10528	50.45	4.38333	2796741
2785475	50.91635	3.20318	51.05715	3.40238	2783770
1337200	20.60406	90.5967	24.18	92.62843	1210997
1337201	21.49	92.26	22.19752	92.55	1337200
1337202	20.95	91.87	21.84	92.24	1337200
1337203	23.65003	88.59804	23.75	88.7	1337210
1337204	23.33	88.86	23.68289	89.24023	1337210
1337205	23.44955	88.78084	23.73	88.91	1337210
1337206	23.34	89.36	23.4845	89.56	1337210
1337207	23.01667	89.03	23.65	89.43333	1337210
1337208	23.03333	89.6	23.19	89.63333	1337210
1337209	22.09522	89.6032	22.88	89.88	1337210
1337154	25.8866	88.15	26.1	88.33333	7671048
1337155	25.29	88.55118	26.0	89.56667	7671048
1337156	25.81	88.8361	26.16	89.025	7671048
1337159	25.42	89.04	25.79	89.42	7671048
1337160	25.12912	89.35	25.5	89.59	7671048
1337162	24.94	89.02	25.1	89.2	1337166
1337164	24.68333	88.15	24.89	88.39	1337166
1337165	24.21	88.43	25.0	89.0	1337166
1337166	23.81563	88.02295	26.4545	92.27779	1210997
1337167	24.19	88.95	24.53	89.21	1337166
1337168	24.17	89.36	24.67	89.72	1337166
1337169	24.00633	89.25	24.23	89.625	1337166
1337170	24.96	90.08333	25.08851	90.1981	1337179
1337171	24.86667	90.86667	24.89704	90.88388	1337179
1337172	25.0	89.77	25.28	89.83333	1337179
1337175	24.15	89.5	25.25	90.61	1337179
1337176	23.19	89.8	24.52542	91.12679	1337179
1337177	23.87	90.71	24.0	90.83333	1337179
1337180	23.65	89.55	23.755	89.65	1337179
1337183	23.47	90.27	23.6	90.63	1337179
1337184	22.9	89.8667	23.3167	90.02	1337179
1337186	23.13333	90.36667	23.25	90.43333	1337179
1337187	23.08	90.04	23.38	90.27	1337179
1337188	24.66917	91.21	25.12	91.89	1477362
1337190	24.3	91.68	24.69	92.19	1477362
1337191	24.09791	91.27	24.57	91.55	1477362
1337192	23.77	90.80029	24.18	91.21	1337200
1337194	23.07	90.63489	23.44888	90.95	1337200
1337195	22.72	90.825	23.96	90.89	1337200
1337196	22.75	91.16667	22.79288	91.19871	1337200
1337197	22.85	91.31667	23.21	91.43	1337200
1337198	23.16667	91.9	23.24541	92.06672	1337200
2785140	51.05	4.73914	51.40408	5.17173	2803136
2785340	50.50819	3.28723	50.73333	3.62883	2796741
2785388	50.72809	5.30708	50.96667	5.78447	2792347
628281	51.29225	27.2785	53.31528	31.7815	630336
1611406	15.33028	101.33934	16.68075	102.43808	1605651
1611415	14.20152	99.71514	15.412	100.50693	1605651
1611438	13.20656	100.70721	13.98333	101.94296	1605651
1611452	14.13853	102.44242	15.79272	103.48842	1605651
2350813	4.48068	7.41459	5.50482	8.33911	2328926
1611268	12.28761	101.7062	13.32845	102.52991	1605651
1611108	12.43633	100.5313	13.67605	101.683	1605651
2353568	13.4145	-2.41667	13.58333	-2.2321	6930711
2789528	50.75045	3.5	50.91112	3.85	2789733
2789733	50.75045	3.43645	51.26319	4.30904	3337388
2789785	51.11498	2.84175	51.27201	3.04287	2783770
2789014	50.00818	4.41153	50.2539	4.7418	2790469
629631	51.5021	23.2136	53.377	27.5924	630336
50360	8.89016	41.86667	11.08333	45.9884	51537
2787888	50.87383	3.01828	51.02834	3.26214	2783770
2077456	-55.11	-93.6346	44.9076	159.66667	null
51230	8.06444	44.71873	10.16139	47.08333	51537
